i,gender,ht
6004,1,175.1
6005,1,160.5
6006,2,157.3
6007,1,171
6008,2,148.1
6009,1,166.9
6010,1,158.3
6011,2,149.8
6012,2,152.3
6013,1,170.3
6014,2,153.7
6015,1,165.7
6016,2,150
6017,2,149.9
6018,1,163.6
6019,2,164.3
6020,1,168.2
6021,1,166.3
6022,2,159.9
6023,1,165.8
6024,2,151.2
6025,2,146
6026,2,151.5
6027,1,167.9
6028,2,150.8
6029,1,159.6
6030,2,149.4
6031,1,170.5
6032,2,157.4
6033,1,163.9
6034,2,150.9
6035,1,160.5
6036,2,154.7
6037,1,172.9
6038,2,160.2
6039,1,182.6
6040,1,173.7
6041,2,153.3
6042,2,147.2
6043,1,166.3
6044,2,140
6045,1,170.2
6046,2,152.7
6047,2,147.7
6048,1,166.7
6049,2,160.7
6050,2,151.5
6051,1,160.1
6052,2,149.4
6053,1,174.3
6054,2,153.9
6055,2,148.6
6056,2,158.9
6057,1,165.1
6058,2,149
6059,2,144.6
6060,1,170.1
6061,2,160.8
6062,2,153.5
6063,1,155.8
6064,2,146.5
6065,2,153.2
6066,1,168.8
6067,2,155.3
6068,1,164.4
6069,2,147
6070,2,157.4
6071,2,157.4
6072,2,151
6073,2,158
6074,1,166.8
6075,2,155.1
6076,1,178.8
6077,2,165.3
6078,1,160.5
6079,1,167.3
6080,2,151.7
6081,1,156.7
6082,2,158
6083,2,145.6
6084,1,175.7
6085,2,162.1
6086,2,153.9
6087,1,180.8
6088,1,172.3
6089,2,155
6090,2,131.9
6091,1,173.4
6092,2,147.8
6093,1,162.5
6094,1,175.2
6095,2,160.5
6096,1,166.8
6097,2,152.7
6098,2,163.7
6099,2,157.6
6100,1,158.7
6101,2,153.7
6102,1,169.5
6103,2,150.2
6104,2,155.7
6105,2,158.2
6106,2,160.9
6107,2,153.4
6108,1,169.5
6109,1,169.4
6110,2,154
6111,1,166.5
6112,2,166.5
6113,1,165.6
6114,2,150.8
6115,1,171.3
6116,2,171.7
6117,1,172.6
6118,2,162.5
6119,1,165.4
6120,2,156.5
6121,1,178
6122,2,150.9
6123,1,180.7
6124,2,153.5
6125,1,165.2
6126,2,157.5
6127,2,162.8
6128,1,181.9
6129,2,158.6
6130,1,164.8
6131,2,162.4
6132,1,175.3
6133,2,153.2
6134,1,174.4
6135,1,173.9
6136,2,154.5
6137,2,165
6138,1,168.4
6139,2,155.1
6140,1,157.4
6141,2,155.5
6142,1,168.6
6143,1,170.8
6144,1,172.7
6145,2,149.8
6146,2,153.5
6147,1,173.6
6148,2,156.3
6149,2,172.5
6150,1,178.9
6151,1,167.5
6152,2,152.1
6153,1,166.9
6154,2,159.4
6155,2,148.1
6156,2,155.7
6157,2,154.5
6158,1,175.1
6159,2,160.4
6160,2,143.5
6161,1,172
6162,2,157
6163,1,171.2
6164,2,156.7
6165,1,164.2
6166,2,151.3
6167,1,169.3
6168,2,159.1
6169,1,180.9
6170,2,152.8
6171,1,167
6172,2,159.2
6173,2,153.6
6174,2,166.4
6175,1,168.5
6176,2,154.5
6177,1,170.8
6178,1,173.2
6179,2,153.4
6180,1,171.3
6181,2,157.2
6182,1,165.4
6183,2,152.2
6184,1,178.4
6185,2,155.2
6186,2,155.9
6187,1,182
6188,2,171.3
6189,2,159.1
6190,1,169.1
6191,2,157.5
6192,2,153.5
6193,1,171.5
6194,2,145.7
6195,1,182.3
6196,2,155.3
6197,1,170.3
6198,2,159.5
6199,1,171.3
6200,2,163.9
6201,1,174.5
6202,2,162.1
6203,1,178.5
6204,2,158.1
6205,1,172
6206,2,159.5
6207,1,167.6
6208,2,158.6
6209,1,172.1
6210,1,170.9
6211,2,162.4
6212,1,163.9
6213,2,157.6
6214,1,172.4
6215,2,159.5
6216,1,167.1
6217,2,163.7
6218,1,162.5
6219,2,159.3
6220,1,172.2
6221,2,169.9
6222,1,169.5
6223,2,154.1
6224,2,158.2
6225,2,161.8
6226,2,158.2
6227,1,176.2
6228,1,173.4
6229,1,177.2
6230,2,156.2
6231,1,166.7
6232,1,178.4
6233,2,160.1
6234,2,151.2
6235,1,167.2
6236,1,176
6237,2,158.6
6238,2,162.2
6239,2,162.3
6240,1,171
6241,1,160.3
6242,2,156.8
6243,1,171.6
6244,1,172.5
6245,2,151.7
6246,2,163.4
6247,1,180.2
6248,1,165.4
6249,2,154.2
6250,1,167.8
6251,1,167.3
6252,2,155.5
6253,2,165.8
6254,1,175.2
6255,1,165.2
6256,2,153.5
6257,1,167
6258,2,160.9
6259,1,178.2
6260,2,170.3
6261,1,176.1
6262,1,170
6263,2,153.5
6264,1,156.6
6265,2,159.1
6266,1,167.5
6267,2,148
6268,1,157.9
6269,1,162.6
6270,2,153.9
6271,2,144.6
6272,1,168.9
6273,2,159.5
6274,1,170.5
6275,2,151.5
6276,2,165.7
6277,1,165.7
6278,2,154.1
6279,1,167.9
6280,2,158.1
6281,2,150.1
6282,2,157.8
6283,2,160.2
6284,1,170.2
6285,2,159.5
6286,1,172.7
6287,2,155.1
6288,1,171
6289,2,154.2
6290,2,150.9
6291,1,172.3
6292,2,161.7
6293,1,166.3
6294,1,169.2
6295,2,155.8
6296,1,161.4
6297,2,150.7
6298,1,159.5
6299,1,154.3
6300,2,147.3
6301,1,174.1
6302,2,156.6
6303,1,173.5
6304,2,154.4
6305,1,159.7
6306,2,142.2
6307,2,155.5
6308,1,158.5
6309,1,168.3
6310,2,149.9
6311,2,152.1
6312,1,160.9
6313,2,155.1
6314,2,150.2
6315,1,166
6316,2,150.1
6317,1,157.1
6318,2,152.1
6319,2,158.3
6320,2,154.6
6321,1,172.3
6322,2,155.4
6323,1,168.2
6324,2,147.6
6325,1,165.1
6326,2,150.5
6327,1,162.2
6328,2,158.9
6329,2,155.5
6330,2,157.3
6331,1,170.9
6332,2,154.7
6333,2,148.9
6334,1,162.5
6335,2,147.8
6336,2,162.7
6337,1,167.5
6338,2,154.3
6339,1,167.4
6340,2,161.4
6341,1,163.3
6342,2,156.8
6343,1,172.3
6344,2,160.5
6345,2,149.8
6346,1,165.6
6347,2,159.2
6348,1,178.9
6349,2,156.7
6350,1,171.2
6351,1,165.8
6352,2,146.6
6353,1,167.6
6354,1,170.9
6355,1,166.8
6356,2,150.5
6357,1,172.5
6358,2,152.3
6359,2,158.6
6360,1,166.2
6361,2,153.6
6362,1,165.5
6363,2,151.6
6364,1,167.2
6365,2,154.6
6366,2,160.2
6367,1,161.2
6368,2,155.5
6369,1,173.8
6370,1,164.3
6371,2,150.1
6372,2,156.6
6373,1,166.7
6374,2,159.1
6375,2,164.3
6376,1,173.4
6377,2,150.2
6378,2,157.1
6379,1,170.1
6380,2,150.6
6381,1,155.1
6382,1,164.6
6383,1,163
6384,2,154
6385,1,170.4
6386,2,156.8
6387,1,172.2
6388,2,155.7
6389,1,167.7
6390,2,151.4
6391,2,147.3
6392,1,168.6
6393,1,166.9
6394,2,156.3
6395,1,171
6396,2,159.1
6397,2,151.4
6398,1,174.8
6399,2,157.6
6400,1,158.1
6401,2,156.7
6402,1,166.8
6403,2,165.2
6404,2,153.6
6405,1,167.7
6406,2,155.4
6407,2,146.9
6408,1,171.4
6409,2,154.2
6410,1,170.1
6411,2,155.2
6412,2,156.5
6413,1,170.2
6414,2,152.8
6415,1,175.3
6416,2,150.6
6417,1,170.3
6418,2,150.5
6419,1,174.5
6420,2,162.4
6421,1,172.5
6422,1,172.5
6423,2,151.6
6424,1,165.4
6425,2,149.9
6426,1,171.7
6427,2,156.4
6428,1,187.5
6429,2,159.1
6430,1,170.4
6431,2,151.8
6432,1,169.2
6433,2,158.7
6434,1,163.1
6435,2,159.1
6436,1,161.2
6437,2,160.2
6438,2,164.1
6439,1,175.7
6440,2,162.4
6441,1,173.5
6442,2,155.1
6443,1,164.5
6444,2,150.9
6445,2,155.6
6446,1,175.1
6447,2,159.6
6448,1,177
6449,2,156.4
6450,1,168.6
6451,2,157.6
6452,1,173
6453,1,166.8
6454,2,149.9
6455,1,168.9
6456,2,162.7
6457,1,166.2
6458,2,156.3
6459,2,162.3
6460,2,161.2
6461,1,167.6
6462,2,148.3
6463,1,161.3
6464,1,180.1
6465,2,148.2
6466,1,175.5
6467,2,163.6
6468,2,162.1
6469,1,170.3
6470,2,157.2
6471,1,163.6
6472,2,160.2
6473,2,155.4
6474,1,173
6475,2,158.3
6476,2,164
6477,1,168.8
6478,2,154.4
6479,1,163.8
6480,2,150.8
6481,2,158.9
6482,1,176.6
6483,2,157.3
6484,2,164.8
6485,1,159.4
6486,2,147.4
6487,1,167.8
6488,2,148.4
6489,1,170.2
6490,1,172.7
6491,1,163.8
6492,2,158
6493,1,165.7
6494,2,157.3
6495,1,170.9
6496,2,155.7
6497,2,154.9
6498,1,173
6499,1,162.3
6500,2,151.2
6501,1,168.8
6502,2,158.4
6503,1,164.9
6504,2,154.2
6505,2,156.8
6506,1,173.4
6507,2,151.4
6508,1,170.3
6509,2,153.7
6510,1,166.2
6511,2,157.2
6512,1,170.8
6513,2,151.1
6514,1,162.3
6515,2,152.2
6516,2,154.2
6517,2,156.8
6518,1,191.2
6519,1,169.4
6520,2,147.5
6521,1,161.9
6522,2,153.9
6523,2,157
6524,2,153.8
6525,1,167.9
6526,1,169.9
6527,2,151.4
6528,2,154.8
6529,1,174.1
6530,2,163.9
6531,1,174.1
6532,2,156.4
6533,1,162.9
6534,2,155.1
6535,1,170.5
6536,1,175.2
6537,2,158.1
6538,1,171.9
6539,2,160.5
6540,1,168.3
6541,1,160.9
6542,2,154.6
6543,1,180.9
6544,2,156
6545,1,166.3
6546,2,160.1
6547,2,153.3
6548,1,174.3
6549,1,180.9
6550,1,169.9
6551,2,152.6
6552,1,178.8
6553,2,152.7
6554,1,169.3
6555,2,155.8
6556,1,164.9
6557,2,154.5
6558,1,163.2
6559,1,176.9
6560,2,152.8
6561,1,165.1
6562,2,162.1
6563,1,155.5
6564,2,165.8
6565,2,162.3
6566,1,171.5
6567,2,152.9
6568,2,147.8
6569,2,157.1
6570,2,155
6571,2,149
6572,2,151.4
6573,1,161.2
6574,2,161.2
6575,1,163.4
6576,2,158.4
6577,1,158.2
6578,2,149.3
6579,1,165
6580,2,148.1
6581,2,157
6582,2,143.5
6583,1,172.1
6584,1,164.9
6585,2,157.3
6586,1,164.6
6587,2,152.8
6588,1,170.5
6589,2,159.1
6590,2,157.2
6591,1,165.9
6592,2,156.2
6593,1,160.4
6594,2,150.8
6595,2,149.6
6596,2,153.7
6597,2,156.7
6598,1,161.8
6599,2,148.8
6600,1,161
6601,2,152.3
6602,1,168.5
6603,2,153.3
6604,1,169.8
6605,2,148.2
6606,2,153.7
6607,2,155.5
6608,2,158.7
6609,1,171.8
6610,2,153
6611,1,168.8
6612,1,164.1
6613,2,142.3
6614,1,173.8
6615,2,153.3
6616,1,174.9
6617,1,160.1
6618,2,153.6
6619,1,168
6620,2,158.9
6621,1,179
6622,1,162.6
6623,2,159.4
6624,1,162.3
6625,2,159.6
6626,2,152.7
6627,1,161.9
6628,2,161.5
6629,1,173.9
6630,2,155.7
6631,2,165
6632,1,184.3
6633,1,184.8
6634,2,147.3
6635,1,164.2
6636,2,154.9
6637,1,161.8
6638,2,150.3
6639,1,164
6640,2,152
6641,2,154.2
6642,1,184.9
6643,1,173.9
6644,2,160.4
6645,1,167.8
6646,2,154.8
6647,1,160.9
6648,2,154.6
6649,1,155.2
6650,2,153.1
6651,1,174.1
6652,2,156.6
6653,1,170.1
6654,2,152.3
6655,1,169.1
6656,1,173.1
6657,2,152.8
6658,1,171.9
6659,1,172.9
6660,2,161.5
6661,1,167.4
6662,2,156.8
6663,2,166.1
6664,1,172.7
6665,2,155.7
6666,1,164.7
6667,2,157.1
6668,1,171.1
6669,2,152.7
6670,1,168.8
6671,2,149.7
6672,2,146.1
6673,2,157.8
6674,2,155.1
6675,1,166.4
6676,2,148.8
6677,2,155.5
6678,1,174.3
6679,1,162.1
6680,1,167.8
6681,2,148.2
6682,1,182.8
6683,2,154.2
6684,1,168.5
6685,2,148.4
6686,1,173.2
6687,1,161.1
6688,2,144.9
6689,2,154
6690,2,145.8
6691,1,170.7
6692,1,167.2
6693,2,155.8
6694,2,158.3
6695,1,168.9
6696,2,145.2
6697,1,173.2
6698,2,148.7
6699,2,159.8
6700,2,164.1
6701,1,165.1
6702,1,145.4
6703,2,148.1
6704,1,161.5
6705,2,158.2
6706,2,161
6707,2,149.8
6708,1,162.2
6709,2,159.4
6710,1,163.2
6711,2,145.9
6712,1,160.3
6713,2,160.1
6714,1,169.4
6715,1,172.4
6716,1,169.5
6717,2,155.9
6718,1,177.3
6719,2,172.3
6720,1,170.1
6721,2,162.5
6722,2,166.7
6723,1,163.9
6724,2,152
6725,1,161.3
6726,2,156.9
6727,2,150.9
6728,1,172.4
6729,2,153.8
6730,1,167.3
6731,2,169
6732,1,167
6733,2,151.3
6734,1,172.1
6735,2,151.9
6736,1,166.9
6737,2,153.9
6738,1,164.9
6739,2,148.6
6740,1,167.9
6741,2,160
6742,1,172.3
6743,2,168.1
6744,1,171.9
6745,2,159
6746,1,168.4
6747,2,160.2
6748,1,161.8
6749,2,158.1
6750,1,171.2
6751,2,159
6752,1,174.2
6753,2,163.7
6754,1,174.7
6755,2,165.4
6756,1,178.9
6757,2,154.8
6758,1,163.1
6759,2,150.8
6760,1,175.4
6761,1,177.3
6762,2,157.7
6763,2,161
6764,1,159.1
6765,2,151.8
6766,1,154.9
6767,2,147.1
6768,1,165.5
6769,2,143
6770,2,155.9
6771,1,168.4
6772,2,157.7
6773,1,167.9
6774,2,150.4
6775,1,157.9
6776,1,164
6777,2,145.2
6778,2,146.2
6779,1,158.9
6780,2,161.7
6781,1,177.3
6782,2,157.9
6783,1,164.1
6784,1,172.5
6785,2,155.8
6786,1,165.6
6787,2,155.4
6788,2,148.6
6789,2,149.7
6790,2,149.1
6791,1,174
6792,1,173.4
6793,1,171.7
6794,2,153.2
6795,2,144.3
6796,1,159.4
6797,2,155.9
6798,1,164
6799,2,156.6
6800,1,163.1
6801,2,154.1
6802,1,171.9
6803,2,150.3
6804,1,163.7
6805,2,158.8
6806,1,174.6
6807,2,146.1
6808,1,158.1
6809,2,151.5
6810,1,165
6811,2,144.1
6812,1,147.5
6813,2,146.3
6814,1,160.6
6815,1,161.5
6816,2,154.7
6817,2,162.4
6818,1,168.5
6819,2,150.4
6820,1,165
6821,2,145.9
6822,1,171.8
6823,2,146
6824,1,163.2
6825,2,153.9
6826,1,163.9
6827,2,154.4
6828,1,169.7
6829,2,153.1
6830,1,171.4
6831,1,168
6832,2,159.2
6833,1,165.6
6834,2,145.2
6835,1,170.2
6836,2,156.9
6837,2,166.5
6838,2,165.8
6839,2,151.9
6840,1,155.4
6841,1,161.8
6842,2,157.8
6843,2,149.9
6844,1,161.7
6845,2,157.2
6846,2,163
6847,1,163.3
6848,2,157.1
6849,1,162.1
6850,2,154.3
6851,1,172
6852,1,165.1
6853,2,148.8
6854,1,158.8
6855,2,154.9
6856,1,166.3
6857,2,154.1
6858,1,157.6
6859,1,163.3
6860,2,158.8
6861,1,193.2
6862,2,163.5
6863,2,164.8
6864,1,163.7
6865,2,157.2
6866,1,169.4
6867,2,159.9
6868,1,169.5
6869,2,153.3
6870,1,172.1
6871,2,157.4
6872,1,172
6873,1,171.1
6874,2,151
6875,1,169.2
6876,1,165.8
6877,2,162.3
6878,2,156.8
6879,1,159.6
6880,2,149.2
6881,2,159.7
6882,1,159.9
6883,2,161.1
6884,1,182.4
6885,2,165.9
6886,1,171.6
6887,2,152.8
6888,1,167.7
6889,2,152.8
6890,1,158.7
6891,2,152.5
6892,1,165.8
6893,2,158.6
6894,1,175.2
6895,2,158.4
6896,1,157.9
6897,1,167.1
6898,2,163.7
6899,1,161.3
6900,2,152
6901,1,164.6
6902,2,157.4
6903,1,178
6904,2,162
6905,2,158
6906,2,149.5
6907,1,162.9
6908,2,156.9
6909,2,159.5
6910,2,153.6
6911,1,165.9
6912,2,148.4
6913,2,155.3
6914,1,168.4
6915,2,163.9
6916,2,149.3
6917,2,148.2
6918,2,147.6
6919,2,157.6
6920,1,164.1
6921,2,156
6922,2,154.9
6923,2,157.6
6924,1,172.5
6925,2,153.4
6926,2,159.6
6927,2,157.9
6928,1,170.3
6929,1,169
6930,2,145.7
6931,1,165.7
6932,2,159.8
6933,1,159.8
6934,2,146.5
6935,1,173.5
6936,2,160.8
6937,1,174.7
6938,1,166.5
6939,2,153.6
6940,2,153
6941,1,169.4
6942,1,163.2
6943,2,160.1
6944,1,165.6
6945,1,161.3
6946,2,154.3
6947,1,168.6
6948,2,154.6
6949,1,164.7
6950,1,170.1
6951,2,151.1
6952,1,177.2
6953,2,150.4
6954,2,138.1
6955,1,166.1
6956,2,149.3
6957,1,170.5
6958,1,174.8
6959,2,157.3
6960,2,151.8
6961,2,159.3
6962,1,167.8
6963,2,152.6
6964,2,158.8
6965,2,150.2
6966,2,161
6967,1,158.7
6968,2,144.1
6969,1,169.5
6970,2,159.3
6971,1,171.3
6972,2,160.4
6973,1,165.9
6974,2,164.2
6975,1,166.7
6976,2,151.4
6977,1,165.7
6978,2,156.9
6979,1,166.8
6980,1,162.1
6981,2,163.6
6982,1,168.6
6983,1,177.1
6984,2,162.6
6985,1,167.3
6986,1,162.6
6987,2,164.3
6988,2,152
6989,1,177.5
6990,2,160.2
6991,1,185.4
6992,2,159
6993,2,161.4
6994,1,168.9
6995,2,155.8
6996,1,173.5
6997,2,168
6998,1,170.1
6999,2,149.8
7000,2,158.4
7001,1,174.5
7002,2,156.8
7003,1,170
7004,2,153.6
7005,1,177.8
7006,2,166.9
7007,1,173.3
7008,2,151.8
7009,1,179.7
7010,1,162.5
7011,2,154.5
7012,1,173.3
7013,2,159.4
7014,1,171.8
7015,1,173.9
7016,2,160.6
7017,1,166.8
7018,1,169
7019,2,157
7020,1,183.2
7021,2,160.3
7022,1,174.2
7023,2,160
7024,1,165.7
7025,1,166.7
7026,2,154.1
7027,1,179.1
7028,1,172.8
7029,1,159.1
7030,2,149.3
7031,1,176
7032,2,162.1
7033,1,158.3
7034,1,166.2
7035,2,149.7
7036,1,171.6
7037,2,148.4
7038,1,169.4
7039,2,155.8
7040,2,151.1
7041,1,168.5
7042,2,152.4
7043,1,161.5
7044,2,139.9
7045,2,151.4
7046,1,171.8
7047,1,167.1
7048,2,159.4
7049,1,164.7
7050,2,157.9
7051,1,163.6
7052,1,162.9
7053,2,147.2
7054,1,168.3
7055,2,153.1
7056,1,170.1
7057,2,153.4
7058,1,172.4
7059,2,157.3
7060,1,156.8
7061,2,150.8
7062,2,152.6
7063,1,168.2
7064,2,155
7065,1,175.3
7066,2,159
7067,1,158.7
7068,2,161.7
7069,1,177.2
7070,1,170.8
7071,2,161.6
7072,1,166.3
7073,2,154.8
7074,1,175.8
7075,2,154
7076,2,158.1
7077,1,169.1
7078,2,152.5
7079,1,185.5
7080,1,175
7081,2,157
7082,1,167.1
7083,2,150
7084,1,168.4
7085,2,151.2
7086,1,162.1
7087,2,165.4
7088,1,170.8
7089,2,155.8
7090,1,165.2
7091,1,172
7092,2,153.9
7093,1,175.3
7094,2,149.4
7095,2,154.3
7096,2,161.3
7097,1,172.1
7098,2,156.5
7099,2,158.8
7100,2,154.6
7101,1,170.5
7102,2,150.2
7103,2,149.3
7104,1,170.4
7105,2,156.9
7106,2,149.7
7107,1,169.2
7108,2,150.4
7109,2,156.9
7110,1,165.7
7111,2,154.9
7112,2,158.8
7113,1,163.1
7114,2,157.1
7115,2,170.4
7116,1,174.7
7117,2,149.7
7118,1,167.5
7119,2,159.7
7120,2,155.7
7121,1,169.6
7122,2,159.5
7123,1,172.4
7124,2,152.5
7125,2,160.2
7126,1,174.8
7127,2,158.9
7128,1,173.4
7129,2,160.6
7130,2,163.1
7131,2,153.3
7132,1,161.4
7133,2,151.5
7134,1,170.1
7135,2,159.1
7136,1,168.3
7137,2,159.1
7138,2,148
7139,1,177
7140,1,168.9
7141,2,151.6
7142,1,168.1
7143,2,157.4
7144,1,165.2
7145,1,153.5
7146,2,154
7147,1,169.5
7148,2,159.1
7149,2,152.2
7150,2,153.5
7151,1,174.6
7152,2,158.3
7153,1,167.8
7154,2,141.4
7155,1,158.7
7156,2,145.9
7157,1,166.3
7158,1,170.7
7159,2,166.2
7160,1,166.7
7161,2,151.3
7162,1,164.4
7163,1,172.3
7164,2,158
7165,1,165.4
7166,2,164.6
7167,2,150.5
7168,2,164.1
7169,1,166.3
7170,2,161.9
7171,1,171.9
7172,2,158.4
7173,1,175.1
7174,2,155.1
7175,1,164
7176,2,149.7
7177,1,171.7
7178,2,152.4
7179,1,163.4
7180,2,158.7
7181,2,168.1
7182,2,165.1
7183,2,157.1
7184,1,177.8
7185,2,160.6
7186,1,167.5
7187,2,157.9
7188,1,169.6
7189,2,156.6
7190,2,157.9
7191,2,148.9
7192,2,148
7193,2,158.5
7194,2,156.3
7195,1,163.2
7196,2,163.7
7197,1,173.6
7198,1,168.8
7199,2,154.7
7200,1,172.7
7201,2,163.3
7202,1,184.6
7203,2,157
7204,1,169.8
7205,2,163.7
7206,1,166.4
7207,2,146.3
7208,1,158.8
7209,2,155.2
7210,2,161.3
7211,1,176
7212,2,150.1
7213,2,167.7
7214,2,161.5
7215,1,169.8
7216,1,165.5
7217,1,173.7
7218,2,162.9
7219,1,175.2
7220,1,166.2
7221,2,158.2
7222,1,160.8
7223,2,153.1
7224,2,161.5
7225,1,159.7
7226,1,153.9
7227,2,152.5
7228,1,164.5
7229,2,156.7
7230,1,170.5
7231,2,160.7
7232,1,169.6
7233,2,163.5
7234,2,163
7235,1,183.9
7236,1,180.9
7237,1,171.9
7238,2,149.5
7239,1,180
7240,2,156.3
7241,1,162.2
7242,2,158.8
7243,1,174.9
7244,2,151.7
7245,2,153.2
7246,1,166.5
7247,2,157.5
7248,1,167.2
7249,2,149.3
7250,2,153.7
7251,1,173.6
7252,2,155.6
7253,1,170.3
7254,2,158.2
7255,1,167.7
7256,2,162.7
7257,1,170.1
7258,2,155.6
7259,1,163.9
7260,1,174
7261,2,162
7262,1,169.3
7263,2,153.2
7264,1,169.2
7265,2,155.6
7266,2,156
7267,2,165.2
7268,1,173.6
7269,2,154.1
7270,2,155.2
7271,1,169.6
7272,2,159.2
7273,1,178.6
7274,1,179.2
7275,1,154.1
7276,2,156.2
7277,2,164.8
7278,1,164.8
7279,1,165.5
7280,1,172.2
7281,2,154.2
7282,2,157.1
7283,1,159.9
7284,1,171.3
7285,1,164.3
7286,2,154.1
7287,1,170.6
7288,2,156.1
7289,1,174.6
7290,1,164.6
7291,2,152.5
7292,1,166.6
7293,2,154.9
7294,1,163.8
7295,2,166.1
7296,2,173.1
7297,1,163.1
7298,2,153.5
7299,1,171.8
7300,2,147.9
7301,1,168.4
7302,2,158.7
7303,1,168.4
7304,2,166.5
7305,2,155
7306,1,164
7307,2,160.2
7308,1,176.7
7309,1,172.6
7310,2,151.4
7311,1,167.3
7312,2,156.4
7313,1,169
7314,2,161.9
7315,1,168.8
7316,2,156.4
7317,1,177.6
7318,1,168
7319,2,161.6
7320,2,161.8
7321,2,158
7322,2,164
7323,2,156.5
7324,1,173.6
7325,2,145.9
7326,1,175.3
7327,2,152.1
7328,1,152.1
7329,1,168.3
7330,2,161.1
7331,2,160
7332,2,157.8
7333,1,169
7334,2,153.2
7335,1,170.6
7336,2,155.9
7337,1,157.6
7338,2,154.8
7339,1,165.4
7340,1,173.2
7341,2,154.7
7342,1,166.4
7343,2,147.6
7344,2,148.8
7345,1,165.7
7346,1,163.7
7347,1,165.9
7348,2,147.2
7349,2,150.3
7350,1,161.7
7351,1,164.4
7352,1,169.6
7353,1,166.1
7354,2,147.5
7355,1,172.8
7356,1,156.9
7357,2,165.6
7358,1,165
7359,2,145.5
7360,2,143.8
7361,1,171.8
7362,2,154.4
7363,1,167.2
7364,2,158.6
7365,1,168.7
7366,2,150.4
7367,1,166.8
7368,2,150.5
7369,1,163.7
7370,2,152.1
7371,2,149
7372,1,164.4
7373,2,159.4
7374,2,141.5
7375,2,148.6
7376,2,145.1
7377,2,161
7378,1,176.1
7379,1,176
7380,2,152.5
7381,2,154.1
7382,2,158.9
7383,1,178.6
7384,2,155.1
7385,1,162.8
7386,2,147.7
7387,1,160.6
7388,2,153.2
7389,2,152
7390,1,175.6
7391,2,153.9
7392,1,170.8
7393,1,174.7
7394,2,153.7
7395,2,160.1
7396,2,153.2
7397,1,167.2
7398,2,147.5
7399,1,162.7
7400,2,163.4
7401,1,164
7402,2,157.5
7403,1,171.5
7404,2,153.3
7405,1,162.3
7406,2,149.6
7407,2,159
7408,2,156.2
7409,1,177
7410,2,159.1
7411,1,174
7412,2,156
7413,1,158.5
7414,2,169.3
7415,2,168.3
7416,2,164
7417,2,158
7418,1,167.5
7419,1,169.3
7420,2,150
7421,1,167.9
7422,2,162.5
7423,1,175
7424,2,150
7425,2,160.2
7426,2,163.7
7427,2,161
7428,1,173.4
7429,2,157.2
7430,1,170.5
7431,2,158.4
7432,1,177.4
7433,2,158.1
7434,2,153.5
7435,2,156
7436,1,177.6
7437,2,157.5
7438,1,178.5
7439,2,156.2
7440,1,169.8
7441,2,159.6
7442,1,167.6
7443,2,160.3
7444,1,177.6
7445,2,161.7
7446,2,155.7
7447,2,159.3
7448,2,158.3
7449,2,155.2
7450,2,166
7451,1,173
7452,2,150
7453,1,178.9
7454,2,160
7455,2,158.3
7456,2,155.1
7457,1,175.3
7458,2,159.3
7459,2,169.3
7460,2,160.3
7461,1,166.1
7462,2,166.5
7463,1,178.8
7464,2,159
7465,2,165.8
7466,1,175.1
7467,2,154.7
7468,1,175.5
7469,2,162.9
7470,2,157.8
7471,1,171.2
7472,2,164.3
7473,2,151.1
7474,1,171.3
7475,1,170.3
7476,2,165.9
7477,2,157.2
7478,1,170
7479,2,154.6
7480,2,156.4
7481,2,159.9
7482,1,167.3
7483,2,150.8
7484,2,155.3
7485,1,164.4
7486,2,152.5
7487,1,164
7488,1,169.4
7489,2,151.7
7490,2,158.8
7491,1,157.2
7492,1,173.6
7493,2,155
7494,1,167.4
7495,2,156.6
7496,2,163.3
7497,1,169.5
7498,2,163.2
7499,1,157.4
7500,2,154.4
7501,2,158.1
7502,2,165.6
7503,2,154.3
7504,2,162.2
7505,2,153.8
7506,1,171.5
7507,2,151
7508,1,161.1
7509,2,164.9
7510,1,176.5
7511,2,145.2
7512,1,160.1
7513,2,153.7
7514,2,151
7515,2,146.5
7516,1,173.7
7517,2,167
7518,2,156.8
7519,2,163.2
7520,1,169.1
7521,2,155.7
7522,1,166.3
7523,2,153
7524,2,159.9
7525,1,163
7526,1,165.2
7527,1,168.3
7528,2,150.4
7529,2,159.3
7530,2,165.2
7531,2,154.5
7532,1,178.4
7533,1,176.7
7534,2,158.5
7535,1,182
7536,2,165.4
7537,2,167.7
7538,2,150.2
7539,1,163.4
7540,2,155.5
7541,2,161.1
7542,2,149.7
7543,2,162.9
7544,1,170.3
7545,2,162.9
7546,1,178.4
7547,1,170.6
7548,2,154.2
7549,1,182.2
7550,2,161.9
7551,1,173.2
7552,2,163.3
7553,1,169.2
7554,2,160
7555,1,171.9
7556,2,156.9
7557,1,166.7
7558,2,153.1
7559,1,177
7560,2,159.4
7561,2,165.8
7562,2,158
7563,2,153.6
7564,2,153.5
7565,1,173.5
7566,2,159.9
7567,1,170
7568,2,158.2
7569,1,184.9
7570,1,172.7
7571,2,152.8
7572,1,172.5
7573,2,154.5
7574,2,150.5
7575,2,155.5
7576,2,160.6
7577,1,169.7
7578,2,158.5
7579,1,155
7580,2,153.5
7581,2,154.1
7582,2,149.5
7583,2,152.8
7584,1,175.5
7585,1,167.5
7586,1,168.2
7587,2,156.3
7588,2,146.7
7589,1,170.2
7590,2,160.8
