i,gender,ht
16943,2,149.8
16944,2,153
16945,1,153.9
16946,2,158.4
16947,1,168.8
16948,1,171
16949,2,161
16950,1,169.5
16951,2,159.4
16952,2,161.6
16953,2,150.6
16954,1,166.5
16955,2,159.1
16956,1,160.6
16957,2,159.2
16958,1,171.6
16959,2,168.1
16960,1,185
16961,2,155.5
16962,1,171.7
16963,2,164.3
16964,1,169.9
16965,2,158
16966,2,161
16967,1,166.6
16968,2,160
16969,1,171.1
16970,2,150.2
16971,1,171.5
16972,2,163.5
16973,1,175.1
16974,2,159.2
16975,2,165.2
16976,1,167
16977,2,163.7
16978,1,165.5
16979,2,154.4
16980,1,169.7
16981,2,154.4
16982,1,174.8
16983,2,158.7
16984,1,176.3
16985,2,157.9
16986,1,163.5
16987,1,167.6
16988,2,158.4
16989,2,154.3
16990,1,171.6
16991,2,156.5
16992,2,154.5
16993,2,149.1
16994,2,155.7
16995,1,170
16996,1,163.5
16997,2,156
16998,2,163.5
16999,1,183.5
17000,1,169.8
17001,2,151.1
17002,2,162.5
17003,2,152.5
17004,2,159.5
17005,1,164.5
17006,2,148
17007,1,170.5
17008,2,158
17009,1,175.5
17010,2,162
17011,2,156.8
17012,1,161.4
17013,2,159.7
17014,1,165.1
17015,1,165.6
17016,2,158.5
17017,1,168.1
17018,2,164.1
17019,2,170.2
17020,1,164.5
17021,2,160.7
17022,1,167.7
17023,1,162.5
17024,2,152.6
17025,1,167
17026,2,150
17027,1,167
17028,2,152.4
17029,2,157.7
17030,1,170.1
17031,2,155.4
17032,2,151.4
17033,1,168.6
17034,2,152.5
17035,1,172.8
17036,2,156.4
17037,2,158.5
17038,2,149.1
17039,1,172
17040,2,157.4
17041,1,172.5
17042,2,156
17043,2,154.2
17044,2,156.9
17045,1,162
17046,2,149.7
17047,1,163.5
17048,2,157.6
17049,1,178.4
17050,2,156.5
17051,1,166.8
17052,2,158.5
17053,1,166.1
17054,2,162.5
17055,2,168
17056,1,154.2
17057,2,149
17058,2,157.8
17059,2,153.4
17060,1,176
17061,2,152.7
17062,1,161.7
17063,2,156.1
17064,1,166.9
17065,2,154.6
17066,1,165
17067,2,148.4
17068,1,159.3
17069,2,162.9
17070,2,156.7
17071,1,166.1
17072,2,157
17073,2,161.3
17074,1,176.8
17075,2,156.1
17076,1,166.3
17077,2,152.2
17078,2,153.9
17079,1,165.1
17080,2,150.1
17081,2,155.3
17082,2,165.8
17083,1,165.6
17084,2,152.9
17085,1,164.1
17086,1,159.7
17087,2,151.7
17088,1,167
17089,1,174.5
17090,1,172.3
17091,2,155.7
17092,1,162.1
17093,1,168
17094,2,160.2
17095,2,148.2
17096,1,176.3
17097,2,166.2
17098,1,170.4
17099,2,155.8
17100,2,154
17101,2,154.7
17102,2,160
17103,1,174.1
17104,2,160.7
17105,1,166.4
17106,1,170.3
17107,2,161.1
17108,2,152.1
17109,1,175.1
17110,2,157.2
17111,1,172.5
17112,2,159.1
17113,2,158.1
17114,1,176.7
17115,2,165.1
17116,2,145.1
17117,1,172
17118,2,157
17119,1,164.1
17120,2,158.7
17121,1,161.1
17122,2,161.5
17123,2,161.4
17124,2,162
17125,2,168.4
17126,1,178
17127,1,163
17128,2,153
17129,1,164.4
17130,2,160
17131,1,174
17132,2,153
17133,2,171
17134,2,163.2
17135,1,167.5
17136,2,149.2
17137,1,167.5
17138,2,142.2
17139,2,147
17140,1,174.1
17141,2,159.3
17142,1,164.8
17143,2,158.7
17144,1,173
17145,2,160.6
17146,1,170.3
17147,2,169
17148,1,168
17149,2,160.8
17150,1,182
17151,2,157
17152,1,168.3
17153,2,159.3
17154,1,177.5
17155,2,149.5
17156,1,165.4
17157,2,157.4
17158,1,162.8
17159,2,152.4
17160,2,157.1
17161,2,161
17162,1,180.5
17163,2,160.2
17164,1,170
17165,2,158.2
17166,1,177
17167,2,157.6
17168,1,162.8
17169,2,154.2
17170,1,178.5
17171,2,164.7
17172,1,175.8
17173,2,141.9
17174,1,178.2
17175,2,158.3
17176,2,164.6
17177,1,188.2
17178,2,164.4
17179,2,155
17180,1,173.3
17181,2,160.3
17182,1,160.3
17183,2,160.4
17184,1,172.4
17185,2,156.4
17186,2,156.1
17187,2,165.2
17188,2,160.5
17189,1,162.3
17190,2,164.7
17191,2,164.2
17192,1,173.9
17193,2,147.8
17194,1,161.7
17195,2,151.8
17196,2,152.6
17197,2,154.4
17198,2,159.4
17199,1,167
17200,2,150
17201,2,158
17202,1,163.1
17203,2,161.1
17204,2,165
17205,2,162.7
17206,1,170.4
17207,2,156.7
17208,2,152.1
17209,1,165.8
17210,2,155
17211,1,160
17212,2,155
17213,1,158.2
17214,1,167.2
17215,2,155
17216,2,155
17217,1,167.5
17218,2,148.9
17219,1,168.2
17220,2,161.1
17221,1,177.5
17222,2,151.7
17223,1,177.5
17224,1,162.2
17225,2,158.9
17226,2,160
17227,1,164.6
17228,2,161.6
17229,2,150.9
17230,1,169
17231,2,153.7
17232,2,158
17233,1,168.1
17234,2,168
17235,2,158
17236,2,162.5
17237,2,144.5
17238,1,175.5
17239,2,165.1
17240,1,154.5
17241,2,152.4
17242,1,164.7
17243,2,158.7
17244,2,153.6
17245,1,168.5
17246,2,152.7
17247,2,142.8
17248,1,161.5
17249,2,152.2
17250,2,152.5
17251,1,163.7
17252,2,152.3
17253,1,167
17254,2,158.2
17255,2,155
17256,1,167.7
17257,2,158.3
17258,2,160.5
17259,2,149.4
17260,1,167.6
17261,2,152.3
17262,2,155.6
17263,1,169
17264,2,149.6
17265,1,174.2
17266,2,145.7
17267,2,153.4
17268,2,143.2
17269,1,161.3
17270,2,152.1
17271,2,148.3
17272,1,166.4
17273,2,157.1
17274,1,164.8
17275,2,152.8
17276,2,143.6
17277,1,168
17278,1,175
17279,1,173.3
17280,1,161
17281,2,150.7
17282,1,179.2
17283,2,167
17284,2,156.9
17285,1,168.1
17286,2,162.5
17287,2,157.6
17288,1,156
17289,2,152
17290,1,172.8
17291,2,159.5
17292,1,165
17293,1,166.3
17294,2,159
17295,1,172
17296,2,148.6
17297,1,176.1
17298,1,176.8
17299,2,161.2
17300,2,162.7
17301,1,177
17302,2,153.2
17303,2,160.5
17304,1,166.5
17305,2,159.6
17306,1,171.5
17307,2,157.6
17308,1,175
17309,2,170.5
17310,1,168.2
17311,2,158.3
17312,1,172.5
17313,2,165.8
17314,1,174.2
17315,2,161.3
17316,1,169.7
17317,2,155
17318,1,166.6
17319,2,152.5
17320,2,155.6
17321,1,164.4
17322,2,154.9
17323,1,183.4
17324,2,163
17325,2,172.6
17326,2,157.6
17327,1,164
17328,2,156.6
17329,1,168.4
17330,2,156.8
17331,1,173.3
17332,1,162.8
17333,1,169.4
17334,2,160.6
17335,1,172.8
17336,2,159
17337,1,176.3
17338,1,185.2
17339,2,159.3
17340,1,168.8
17341,2,155.6
17342,1,163.4
17343,2,161.7
17344,1,163
17345,2,168.2
17346,1,177.4
17347,1,173.7
17348,2,161.3
17349,2,165.9
17350,1,167.9
17351,2,154.6
17352,1,168.1
17353,2,159.5
17354,2,165.2
17355,1,178
17356,1,185
17357,1,153.5
17358,1,173.5
17359,2,149.7
17360,2,157.5
17361,1,180
17362,1,183.5
17363,1,169.5
17364,1,159.5
17365,2,156.7
17366,1,173.1
17367,2,158.3
17368,1,175.7
17369,2,152.9
17370,2,158.3
17371,1,173
17372,2,145.9
17373,1,163.6
17374,2,155.7
17375,2,153.3
17376,1,172.6
17377,2,156.5
17378,1,174.2
17379,2,154.9
17380,1,171.4
17381,2,148.6
17382,1,168.4
17383,2,164.6
17384,1,171.6
17385,2,162.8
17386,1,167.7
17387,2,163.2
17388,2,161.5
17389,1,169.9
17390,2,162.5
17391,1,158
17392,2,158.1
17393,2,152.5
17394,1,167.1
17395,2,158.5
17396,2,158.1
17397,1,161.5
17398,2,152.4
17399,1,154.1
17400,2,147.1
17401,1,150.8
17402,2,150.6
17403,1,168.1
17404,2,159.3
17405,1,165
17406,2,144.5
17407,1,161.5
17408,2,150.6
17409,1,164.8
17410,2,147.5
17411,1,171.7
17412,2,154.4
17413,2,158
17414,2,148.2
17415,1,157.9
17416,2,152.2
17417,1,161.4
17418,2,150.8
17419,1,164.6
17420,2,158
17421,2,164
17422,1,177.1
17423,2,164
17424,1,176.7
17425,2,154.2
17426,1,164.6
17427,1,156.8
17428,2,168.4
17429,2,158
17430,2,155.7
17431,1,174.5
17432,2,158.6
17433,1,175.2
17434,2,157.6
17435,2,157.3
17436,1,169.2
17437,1,181.1
17438,2,156.3
17439,2,161.2
17440,2,164.9
17441,1,169.4
17442,2,156.8
17443,2,148.6
17444,1,178
17445,2,149.2
17446,1,171.6
17447,2,160.6
17448,2,164.7
17449,1,177.2
17450,1,170
17451,2,158.8
17452,2,151.5
17453,1,171
17454,2,162
17455,2,159
17456,1,164
17457,2,158.9
17458,2,154.8
17459,1,160.2
17460,1,179
17461,2,159.5
17462,2,167
17463,1,169.3
17464,2,153.6
17465,2,145.7
17466,2,153
17467,2,153.4
17468,1,177.3
17469,1,175.6
17470,2,158.1
17471,2,157
17472,2,158
17473,1,177.1
17474,2,149.1
17475,1,171
17476,2,167.4
17477,1,179.9
17478,1,163.6
17479,2,157.6
17480,1,170.4
17481,2,154.7
17482,2,146.7
17483,2,167.8
17484,1,166
17485,2,161.7
17486,2,156.6
17487,1,172.1
17488,2,157.7
17489,2,148.7
17490,1,171.6
17491,2,158.4
17492,1,176
17493,2,156.7
17494,1,172.4
17495,2,167.6
17496,1,171.6
17497,2,160.9
17498,2,152.3
17499,1,154.8
17500,2,150.4
17501,1,177.6
17502,2,154.6
17503,1,162.9
17504,2,162.4
17505,2,161.7
17506,1,160.2
17507,2,156.9
17508,1,158.9
17509,1,168.4
17510,2,152.6
17511,1,163.4
17512,2,151.5
17513,2,152.6
17514,1,164.2
17515,2,158.9
17516,1,172.3
17517,2,161.3
17518,1,171.2
17519,1,164.7
17520,2,155.7
17521,2,157.2
17522,2,158.4
17523,2,154
17524,2,151.8
17525,1,172.9
17526,2,157.1
17527,1,169.4
17528,2,160.4
17529,1,162.9
17530,2,158.6
17531,1,164.9
17532,1,169.8
17533,2,167.3
17534,1,155.8
17535,2,157
17536,2,158.4
17537,1,165.9
17538,2,159.2
17539,2,143.4
17540,1,176.3
17541,2,152.6
17542,2,167.9
17543,2,158.4
17544,2,156.9
17545,2,167.6
17546,1,171.2
17547,2,163.3
17548,1,165.9
17549,2,160.4
17550,2,156.1
17551,2,145.2
17552,1,161.5
17553,1,165.1
17554,2,145.3
17555,1,165.1
17556,2,153.6
17557,2,149.3
17558,1,151.4
17559,2,154.5
17560,1,175.1
17561,2,151.8
17562,1,163.1
17563,2,154.7
17564,2,149.7
17565,1,164.7
17566,2,158.1
17567,2,145.1
17568,1,170.8
17569,2,153.1
17570,1,170.5
17571,2,153.3
17572,2,151.9
17573,1,167.4
17574,2,156.2
17575,2,161
17576,2,153.7
17577,1,162.2
17578,2,154.5
17579,1,161.9
17580,2,162.8
17581,1,172.3
17582,2,156.2
17583,1,172.9
17584,2,161.9
17585,2,152.4
17586,1,182.8
17587,2,153.8
17588,2,161.8
17589,1,174.9
17590,2,161.6
17591,1,171.5
17592,2,160
17593,2,164.6
17594,2,163
17595,1,178.3
17596,2,155.6
17597,1,177.2
17598,2,172
17599,1,170.2
17600,2,158.3
17601,1,178.8
17602,2,162
17603,1,178
17604,2,159.3
17605,1,172
17606,2,153
17607,1,166.8
17608,2,161.8
17609,1,171.4
17610,1,164.3
17611,2,159.5
17612,1,165.5
17613,2,162.8
17614,2,162
17615,1,169.3
17616,2,158.8
17617,2,161.6
17618,1,173.1
17619,2,165.2
17620,2,170.7
17621,1,174
17622,2,157.5
17623,1,170.3
17624,1,167.5
17625,2,157.3
17626,1,176
17627,2,147.3
17628,2,153.7
17629,1,170.7
17630,2,152.7
17631,2,156.7
17632,1,171
17633,2,160
17634,1,162.6
17635,2,151.1
17636,1,168.2
17637,2,164.7
17638,1,168.9
17639,2,161
17640,1,167.3
17641,2,156
17642,2,165.1
17643,2,167
17644,2,151.6
17645,1,164.6
17646,2,155.3
17647,2,165.6
17648,1,166
17649,2,157.6
17650,1,160.3
17651,2,155.6
17652,1,169.1
17653,2,154.6
17654,2,159.6
17655,1,159.9
17656,2,163.4
17657,1,169.5
17658,2,149.6
17659,2,160.7
17660,2,157
17661,1,171
17662,2,158.6
17663,1,176.6
17664,2,151.6
17665,2,161.2
17666,1,175.6
17667,2,157.6
17668,1,164.3
17669,2,160.5
17670,2,155.5
17671,1,160.6
17672,1,165.7
17673,2,152.1
17674,1,171.6
17675,2,161.6
17676,1,168.9
17677,1,164.5
17678,2,155.3
17679,1,158.1
17680,2,150.5
17681,2,157.5
17682,2,163
17683,2,143.3
17684,1,161.1
17685,1,178.9
17686,2,154.6
17687,1,174.5
17688,2,151.2
17689,1,165.1
17690,2,160.4
17691,2,159.5
17692,1,178
17693,1,170.3
17694,2,163.2
17695,1,184.7
17696,2,153
17697,2,149.4
17698,1,163.5
17699,2,154.9
17700,1,177.4
17701,2,163.1
17702,1,171.1
17703,2,161.4
17704,1,176.3
17705,2,162.3
17706,2,162.9
17707,1,178
17708,2,155.4
17709,1,167.1
17710,2,151.6
17711,2,156
17712,1,166.5
17713,1,164.7
17714,2,156
17715,1,176.3
17716,2,157.7
17717,1,160.9
17718,2,153.1
17719,2,156.9
17720,1,174.1
17721,1,164
17722,2,163.4
17723,1,168.8
17724,2,154.2
17725,2,150.2
17726,1,160.9
17727,2,152.6
17728,2,147
17729,2,147.9
17730,2,160.3
17731,1,176.7
17732,1,166
17733,2,153.6
17734,1,163
17735,1,161
17736,1,167.3
17737,2,163.1
17738,1,160.3
17739,2,155.9
17740,1,170.9
17741,2,142.2
17742,1,175.8
17743,2,156.4
17744,1,171.9
17745,2,144.5
17746,2,158.6
17747,1,161.5
17748,2,158.6
17749,2,155.4
17750,1,176.5
17751,2,160.7
17752,2,149.2
17753,2,163.4
17754,1,166.6
17755,2,152.3
17756,1,178.5
17757,2,160.2
17758,1,159.4
17759,2,160.2
17760,1,172.9
17761,2,158.9
17762,2,163.4
17763,1,162.5
17764,2,161.6
17765,1,172.9
17766,1,171
17767,1,159.9
17768,2,146.4
17769,1,162.9
17770,2,155.4
17771,1,168.7
17772,1,175.6
17773,1,166.9
17774,2,161.2
17775,2,149.4
17776,1,166.9
17777,2,156.3
17778,2,160
17779,2,163.6
17780,1,164.5
17781,2,153.9
17782,2,153.1
17783,1,172.9
17784,2,165.1
17785,1,167.4
17786,2,157.2
17787,1,169.1
17788,2,161.2
17789,1,160.4
17790,2,158.7
17791,2,153.7
17792,1,169.2
17793,2,158.2
17794,1,168.4
17795,2,157.8
17796,1,170.5
17797,2,161.4
17798,2,163.2
17799,1,162.5
17800,2,154.6
17801,2,166.1
17802,1,184.3
17803,1,160.6
17804,2,153.3
17805,1,164.9
17806,2,154.4
17807,2,162.9
17808,1,171.7
17809,2,153.4
17810,2,159.9
17811,2,162.3
17812,1,175.2
17813,2,153.4
17814,1,166.6
17815,2,150.6
17816,2,153.2
17817,2,163.7
17818,1,182
17819,2,164
17820,2,153.1
17821,1,164.4
17822,1,164.9
17823,2,153.6
17824,1,169.5
17825,2,158.6
17826,1,176.4
17827,2,164.2
17828,1,168.7
17829,2,155.4
17830,1,168.4
17831,2,159
17832,2,164.1
17833,2,152.7
17834,2,148
17835,1,165.2
17836,2,154.9
17837,2,156
17838,1,178
17839,2,159
17840,2,155.4
17841,1,177.1
17842,2,158.3
17843,2,144.9
17844,1,163.8
17845,2,161
17846,2,157.7
17847,1,173.8
17848,1,166.5
17849,2,152.6
17850,1,148.8
17851,1,167.8
17852,1,163.4
17853,1,164
17854,1,168.7
17855,2,161.4
17856,1,169.7
17857,2,170.3
17858,1,174.9
17859,2,156.1
17860,2,153.2
17861,1,177
17862,2,169
17863,2,145.1
17864,2,157.2
17865,2,145.7
17866,1,173.7
17867,2,143.9
17868,2,155.5
17869,2,156.9
17870,2,154
17871,1,162.4
17872,2,140.3
17873,1,168.1
17874,1,180.7
17875,2,159.3
17876,1,157.1
17877,2,151.5
17878,1,174.2
17879,2,160.7
17880,1,169.7
17881,1,171.9
17882,2,157.9
17883,1,170.2
17884,2,157
17885,2,155.4
17886,1,179.5
17887,2,162.2
17888,1,176.6
17889,2,149.4
17890,1,179.6
17891,2,163.3
17892,1,168.4
17893,2,157.2
17894,2,158.8
17895,1,171.1
17896,2,158.3
17897,1,167.5
17898,2,151.3
17899,1,162.2
17900,2,156.4
17901,2,163.9
17902,1,174.1
17903,1,168.5
17904,2,159.6
17905,1,169.6
17906,2,166.7
17907,2,152.5
17908,1,168.6
17909,2,166.2
17910,1,177.5
17911,2,159.5
17912,1,181.1
17913,2,163
17914,1,163.6
17915,1,175.1
17916,2,171.3
17917,1,170.2
17918,2,159.1
17919,1,166.6
17920,2,156.6
17921,2,160.9
17922,1,170.3
17923,2,166.3
17924,2,158
17925,2,163.4
17926,1,167.2
17927,2,158.6
17928,1,186.7
17929,2,154.2
17930,2,161.6
17931,2,154.5
17932,1,168.3
17933,2,162.6
17934,1,179.8
17935,2,167
17936,1,170.2
17937,2,157.6
17938,1,163
17939,2,157.1
17940,1,167.9
17941,2,165.8
17942,1,171.5
17943,1,168.5
17944,2,162.2
17945,1,162.7
17946,2,155.7
17947,1,163.2
17948,1,155.4
17949,2,153.6
17950,2,152.1
17951,2,163.6
17952,2,153.7
17953,2,170.2
17954,2,171.5
17955,2,164.9
17956,2,161.5
17957,2,156.4
17958,2,160.3
17959,1,165.6
17960,2,153
17961,1,166.5
17962,2,151.9
17963,2,147.5
17964,1,170.3
17965,2,156.4
17966,2,160.3
17967,1,178.4
17968,2,161.8
17969,2,163.5
17970,1,166.2
17971,2,159.9
17972,1,172.7
17973,2,155.4
17974,1,167.7
17975,2,159.8
17976,1,179.9
17977,1,173.4
17978,2,157.2
17979,2,153.9
17980,1,168.3
17981,2,154.1
17982,1,171.7
17983,2,160.5
17984,2,159
17985,1,171.3
17986,2,152.9
17987,1,173.9
17988,2,163.8
17989,1,173.9
17990,2,158.3
17991,1,174.6
17992,2,166.2
17993,2,158.1
17994,2,162.1
17995,2,155.9
17996,2,157.1
17997,2,148.9
17998,2,149.4
17999,2,151
18000,1,177.2
18001,2,153.5
18002,1,166.2
18003,2,151
18004,1,168.7
18005,1,162.5
18006,2,153.2
18007,2,153.4
18008,1,172.3
18009,2,160.1
18010,2,156.4
18011,2,156.7
18012,1,168.5
18013,1,176.7
18014,1,170.3
18015,2,157.9
18016,1,171
18017,2,142.1
18018,2,159.9
18019,1,169.1
18020,2,159
18021,2,159
18022,2,168.1
18023,1,164.6
18024,2,158.7
18025,1,178.6
18026,2,161.2
18027,2,149.9
18028,2,156.3
18029,1,170
18030,1,169.4
18031,2,148.3
18032,1,175.8
18033,2,158.2
18034,1,180.5
18035,2,162.9
18036,1,164.2
18037,2,158.8
18038,2,155
18039,1,177.2
18040,2,161.1
18041,1,172.7
18042,2,150.6
18043,2,162
18044,1,165.9
18045,1,177.4
18046,2,171.7
18047,2,158.6
18048,2,158.2
18049,1,166.2
18050,1,166
18051,1,167.2
18052,2,160.1
18053,2,154.2
18054,1,168.1
18055,2,160.2
18056,2,167.5
18057,1,169.9
18058,1,161.3
18059,2,157.4
18060,1,178.4
18061,2,164.5
18062,1,165.4
18063,2,159
18064,2,162.4
18065,2,158.7
18066,1,177.7
18067,2,150.2
18068,2,152.6
18069,2,157.4
18070,2,158.1
18071,1,162.9
18072,2,154.3
18073,2,141.8
18074,1,162.3
18075,2,159.8
18076,2,160
18077,2,149.4
18078,1,164.5
18079,2,162.5
18080,2,154.3
18081,2,158.7
18082,1,173.3
18083,2,155
18084,1,166.6
18085,1,159.1
18086,2,156.6
18087,2,153.8
18088,2,152.6
18089,1,169.7
18090,2,160.5
18091,2,170.1
18092,1,160.5
18093,2,161.3
18094,1,168.9
18095,2,159.2
18096,1,171.9
18097,2,159.9
18098,1,170.6
18099,2,154
18100,2,154.5
18101,1,184.5
18102,2,153.1
18103,2,160.8
18104,2,159.7
18105,2,154.1
18106,2,162.9
18107,1,175.8
18108,2,156.3
18109,1,168.5
18110,2,164.1
18111,1,168.4
18112,2,157.6
18113,1,164.4
18114,2,159.3
18115,1,176
18116,2,155.4
18117,1,171.1
18118,2,146.8
18119,1,172.6
18120,2,155.5
18121,2,157
18122,2,160.3
18123,2,156.2
18124,1,173.6
18125,2,155.4
18126,1,156
18127,2,165.9
18128,1,173
18129,2,156.8
18130,1,168
18131,1,170.1
18132,2,160
18133,2,155.7
18134,1,161.3
18135,1,172
18136,2,159.4
18137,2,145.4
18138,1,175.3
18139,1,171.7
18140,2,153.2
18141,1,163
18142,2,153.2
18143,1,171.7
18144,2,158.6
18145,1,167.1
18146,2,161.2
18147,1,163.1
18148,1,172.3
18149,2,154.6
18150,1,169.3
18151,1,165.1
18152,1,169.6
18153,2,158.6
18154,1,169.9
18155,2,160
18156,1,181.9
18157,2,149.1
18158,2,153.9
18159,1,170.8
18160,2,152.5
18161,2,165
18162,2,164
18163,1,173.6
18164,2,164.5
18165,1,157.7
18166,2,159.5
18167,1,174.9
18168,2,157.5
18169,2,155.2
18170,2,151.7
18171,1,160.3
18172,2,166.9
18173,2,153.2
18174,1,173.1
18175,2,160.3
18176,1,181.6
18177,2,160.2
18178,1,168.4
18179,2,153.4
18180,1,172.4
18181,2,155.5
18182,1,182.6
18183,2,147
18184,2,155.1
18185,2,161.4
18186,1,162.9
18187,2,155.3
18188,2,161
18189,1,166.9
18190,2,153.1
18191,2,156.5
18192,2,155.3
18193,1,164.6
18194,2,153.1
18195,2,157.5
18196,2,150.7
18197,1,175.5
18198,2,164.2
18199,2,148.9
18200,2,162.1
18201,1,165.9
18202,2,161.4
18203,1,166.9
18204,2,153.6
18205,1,172.9
18206,2,157.7
18207,1,160.5
18208,2,142.9
18209,2,150.6
18210,2,154.6
18211,2,167.4
18212,1,183.6
18213,1,184.7
18214,2,148
18215,2,158.6
18216,1,170.8
18217,2,154
18218,1,170.6
18219,2,156
18220,2,145.4
18221,2,147.4
18222,2,158
18223,2,148.3
18224,2,155.4
18225,1,178.9
18226,1,165.5
18227,1,155.9
18228,1,164.5
18229,2,156
18230,2,157.4
18231,2,153
18232,2,155.7
18233,2,154.9
18234,1,162.7
18235,1,172.5
18236,2,160.7
18237,1,177
18238,2,166.3
18239,1,164.5
18240,2,151.5
18241,2,151.1
18242,2,161.8
18243,1,169
18244,2,158.3
18245,1,170.2
18246,2,157.5
18247,1,164.6
18248,2,160.4
18249,1,172.4
18250,2,158.7
18251,1,170.2
18252,2,155.8
18253,2,165.3
18254,2,162.1
18255,2,159.7
18256,2,158.9
18257,1,158.2
18258,2,149.1
18259,1,174.2
18260,2,168.8
18261,2,156.2
18262,1,183.9
18263,1,170.5
18264,2,160.4
18265,2,155
18266,1,182.3
18267,2,166.1
18268,1,165.3
18269,2,159.5
18270,1,174.4
18271,2,162
18272,2,158.4
18273,1,170.8
18274,2,155
18275,1,181
18276,2,154.4
18277,2,155.8
18278,2,164
18279,1,165.7
18280,2,163.8
18281,2,153.1
18282,1,178.8
18283,2,166.5
18284,2,163.6
18285,2,165.6
18286,1,158.5
18287,2,146.3
18288,1,170.4
18289,2,156
18290,2,148.8
18291,2,153.7
18292,2,170.4
18293,2,146.9
18294,1,160.8
18295,1,160.9
18296,2,149.5
18297,1,163
18298,2,155.1
18299,1,181.6
18300,1,164.8
18301,2,150.5
18302,1,171.1
18303,2,161.7
18304,1,176
18305,1,162.1
18306,2,155.3
18307,2,166.1
18308,2,152.1
18309,1,155.9
18310,2,153.8
18311,2,152.9
18312,1,174.4
18313,1,181.2
18314,1,170.1
18315,2,162.1
18316,2,159.1
18317,1,163.1
18318,2,157.2
18319,2,158
18320,2,150.1
18321,1,158.9
18322,2,161.1
18323,2,152.6
18324,1,168.5
18325,1,173.6
18326,2,149.2
18327,1,164.1
18328,2,154.9
18329,2,158.2
18330,1,148.3
18331,2,146.6
18332,1,165.3
18333,2,164.7
18334,1,179.7
18335,2,162.5
18336,2,156
18337,2,155.4
18338,1,167
18339,2,144.4
18340,1,160.6
18341,2,156.3
18342,2,160.5
18343,1,178.5
18344,2,152.2
18345,2,148.5
18346,2,163
18347,1,177.2
18348,2,163.5
18349,1,169.6
18350,2,155.4
18351,2,160.4
18352,1,165.2
18353,2,156
18354,2,146.9
18355,1,176.7
18356,2,153.9
18357,2,163
18358,1,158.8
18359,2,175
18360,2,164.4
18361,1,169
18362,2,153
18363,2,163.9
18364,2,160.3
18365,1,160.8
18366,2,149.5
18367,1,175.4
18368,1,165.5
18369,2,158.7
18370,1,174
18371,2,158.9
18372,2,163.3
18373,1,165.5
18374,2,159.8
18375,2,164
18376,1,179.6
18377,1,170
18378,2,164
18379,1,164.2
18380,2,161.3
18381,1,175.5
18382,2,165.4
18383,1,173.9
18384,2,162
18385,2,154
18386,1,157.3
18387,2,149
18388,1,168.7
18389,2,153.5
18390,2,161.2
18391,2,149.6
18392,2,156
18393,2,165.5
18394,1,161.2
18395,2,158.6
18396,2,162.7
18397,1,176.8
18398,2,164.6
18399,1,170.6
18400,2,153.8
18401,1,162.6
18402,2,148
18403,1,168.1
18404,1,172.5
18405,2,158.7
18406,1,176.6
18407,2,148.2
18408,1,176.8
18409,2,164.2
18410,2,164
18411,1,165.9
18412,2,159.2
18413,1,163.5
18414,2,150.9
18415,1,172.5
18416,2,151.4
18417,2,163.4
18418,2,157.8
18419,1,164.6
18420,1,164.3
18421,2,155.6
18422,1,177
18423,2,168.9
18424,1,176.7
18425,1,183.4
18426,1,166.5
18427,2,157.5
18428,1,168.5
18429,1,166.1
18430,2,157.2
18431,1,172.2
18432,2,154.8
18433,2,154
18434,2,152.6
18435,1,169
18436,2,153.1
18437,2,149
18438,1,174.2
18439,2,156.8
18440,1,164
18441,2,154.2
18442,2,140.5
18443,1,160.2
18444,2,155.6
18445,1,158.8
18446,2,141
18447,1,169.9
18448,2,153.3
18449,1,158.7
18450,2,162.8
18451,1,163.2
18452,2,147.6
18453,1,161.9
18454,2,156.8
18455,1,161.9
18456,2,145.9
18457,2,159.4
18458,2,148
18459,1,159.3
18460,1,163.4
18461,2,151.4
18462,1,162.4
18463,2,151.3
18464,1,163.1
18465,2,160.8
18466,2,158.1
18467,1,175.9
18468,2,167.3
18469,1,166.8
18470,2,164.1
18471,1,175.6
18472,2,156.8
18473,1,180.4
18474,2,153.6
18475,2,157.1
18476,1,170.3
18477,2,155.5
18478,2,162.3
18479,2,158.5
18480,2,155.8
18481,1,174.8
18482,1,180.7
18483,2,158.4
18484,1,169.1
18485,2,161.9
18486,1,166.3
18487,2,150.2
18488,2,162.6
18489,1,168.7
18490,2,164.6
18491,1,169.3
18492,2,168.4
18493,1,170.1
18494,2,154.9
18495,1,164.8
18496,2,163.2
18497,1,161.4
18498,2,156.3
18499,1,183
18500,1,166.4
18501,2,165.1
18502,1,163.3
18503,2,166.4
18504,1,170
18505,2,159.3
18506,1,158.7
18507,2,155.2
18508,1,171.8
18509,2,156.2
18510,2,159.2
18511,1,177.8
18512,2,159
18513,2,163.4
18514,2,169.8
18515,2,146.2
18516,2,149
18517,1,167.4
18518,2,161.5
18519,1,167.8
18520,2,156.9
18521,2,163.8
18522,2,151.3
18523,1,165.4
18524,2,160.6
18525,1,154.5
18526,2,161.5
18527,1,164
18528,1,164.1
18529,2,155.7
18530,2,157
18531,1,173.6
18532,2,168.6
18533,1,183.5
18534,2,156.3
18535,2,155.3
18536,2,149
18537,1,168.8
18538,2,155.2
18539,2,154.1
18540,1,167.1
18541,2,156.2
18542,1,172.7
18543,1,161.5
18544,2,148.1
18545,1,162.4
18546,2,152.4
18547,1,178.2
18548,2,161.3
